Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Withdraw Submit button""))",Chrome 121.0.0.0,,,26-02-2024 17:41:01,26-02-2024 17:41:01,0.426s,PASSED
delay(1),Chrome 121.0.0.0,,,26-02-2024 17:41:01,26-02-2024 17:41:02,1.015s,PASSED
takeFullPageScreenshot(),Chrome 121.0.0.0,,,26-02-2024 17:41:02,26-02-2024 17:41:03,0.736s,PASSED
,,,,,,,
Test Cases/My Account/payment_ withdraw Error display for insufficient funds,Chrome 121.0.0.0,"Expected result: To check the presence of error message for insufficient funds
Actual result: The error message display for insufficient funds",My Account,26-02-2024 17:41:03,26-02-2024 17:41:35,32.331s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,26-02-2024 17:41:03,26-02-2024 17:41:04,1.222s,PASSED
"navigateToUrl(""https://haboom.com/"")",Chrome 121.0.0.0,,,26-02-2024 17:41:04,26-02-2024 17:41:08,3.903s,PASSED
"setText(findTestObject(""My Account_Payment/My Account page/Login Username""), ""Sherlock"")",Chrome 121.0.0.0,,,26-02-2024 17:41:08,26-02-2024 17:41:14,5.690s,PASSED
"setText(findTestObject(""My Account_Payment/My Account page/Login Password""), ""Eternals@123"")",Chrome 121.0.0.0,,,26-02-2024 17:41:14,26-02-2024 17:41:18,4.670s,PASSED
"click(findTestObject(""My Account_Payment/My Account page/Login Button""))",Chrome 121.0.0.0,,,26-02-2024 17:41:18,26-02-2024 17:41:20,1.494s,PASSED
"click(findTestObject(""My Account_Payment/My Account page/My Account""))",Chrome 121.0.0.0,,,26-02-2024 17:41:20,26-02-2024 17:41:24,4.465s,PASSED
"click(findTestObject(""My Account_Payment/My Account page/My Haboom Account""))",Chrome 121.0.0.0,,,26-02-2024 17:41:24,26-02-2024 17:41:27,2.344s,PASSED
"click(findTestObject(""My Account_Payment/Deposit page/Payments""))",Chrome 121.0.0.0,,,26-02-2024 17:41:27,26-02-2024 17:41:28,0.926s,PASSED
"click(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Withdraw""))",Chrome 121.0.0.0,,,26-02-2024 17:41:28,26-02-2024 17:41:30,1.928s,PASSED
"setText(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Withdraw amount entery field""), ""1000"")",Chrome 121.0.0.0,,,26-02-2024 17:41:30,26-02-2024 17:41:30,0.811s,PASSED
"click(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Withdraw button""))",Chrome 121.0.0.0,,,26-02-2024 17:41:30,26-02-2024 17:41:31,0.888s,PASSED
"setText(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Account holder name""), ""Sherlock"")",Chrome 121.0.0.0,,,26-02-2024 17:41:31,26-02-2024 17:41:32,0.937s,PASSED
"setText(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Account number""), ""5896478963245187"")",Chrome 121.0.0.0,,,26-02-2024 17:41:32,26-02-2024 17:41:33,0.854s,PASSED
"setText(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Account IFSC code""), ""SBIN0000800"")",Chrome 121.0.0.0,,,26-02-2024 17:41:33,26-02-2024 17:41:34,0.884s,PASSED
"click(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Withdraw Submit button""))",Chrome 121.0.0.0,,,26-02-2024 17:41:34,26-02-2024 17:41:34,0.429s,PASSED
"verifyElementText(findTestObject(""My Account_Payment/Withdraw/Withdraw page/Insufficient error message/Insufficient Funds""), ""Insufficient Funds"")",Chrome 121.0.0.0,,,26-02-2024 17:41:34,26-02-2024 17:41:35,0.783s,PASSED
